(-d_Clump, -a_BlandChrom, -a_Mit, c_NormNucl, d_Mit, -a_NormNucl, -b_UnifSize, -a_SingEpiSize, -a_UnifSize, d_UnifSize, -b_Clump, -b_BareNuc, d_SingEpiSize, -b_NormNucl, -c_Mit, -b_SingEpiSize, -b_Mit, d_BlandChrom, -c_UnifSize, -a_UnifShape, d_UnifShape, -b_UnifShape, -c_UnifShape, -d_NormNucl, -c_BareNuc, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -c_MargAdh, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump)-
(-d_Clump, -a_BlandChrom, b_BlandChrom, b_MargAdh, -a_Mit, b_BareNuc, b_UnifSize, -d_BareNuc, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, -d_UnifShape, d_NormNucl, -b_NormNucl, -c_Mit, c_MargAdh, -b_Mit, -d_SingEpiSize, -a_UnifShape, a_Clump, -c_Clump, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -a_BareNuc, -d_BlandChrom, b_SingEpiSize, b_UnifShape, -c_BlandChrom, -c_SingEpiSize)+
(-d_Clump, -a_BlandChrom, -a_Mit, b_UnifSize, d_Mit, -a_NormNucl, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, c_UnifSize, -d_UnifShape, -b_BareNuc, -c_Mit, c_BlandChrom, -b_SingEpiSize, -b_Mit, b_Clump, -d_SingEpiSize, -a_UnifShape, -c_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, b_NormNucl, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_UnifShape, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump)-
(-d_Clump, -a_BlandChrom, b_BlandChrom, -a_Mit, a_NormNucl, b_BareNuc, b_UnifSize, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, c_UnifSize, -b_Clump, -d_UnifShape, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BareNuc, c_MargAdh, -b_Mit, d_BlandChrom, -c_Clump, -b_UnifShape, -c_UnifShape, -c_NormNucl, -d_NormNucl, -d_Mit, -a_MargAdh, -b_MargAdh, -a_BareNuc, a_UnifShape, b_SingEpiSize, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, -d_MargAdh)-
(-a_BlandChrom, b_BlandChrom, -a_Mit, c_NormNucl, -d_BareNuc, -b_UnifSize, -a_NormNucl, -d_UnifSize, -a_SingEpiSize, -d_UnifShape, -b_BareNuc, d_Clump, -b_NormNucl, -c_Mit, c_BareNuc, c_BlandChrom, c_MargAdh, -b_Mit, b_Clump, d_BlandChrom, -d_SingEpiSize, -c_UnifSize, -c_Clump, -b_UnifShape, -c_UnifShape, -d_NormNucl, -d_Mit, a_UnifSize, -a_MargAdh, -b_MargAdh, -a_BareNuc, a_UnifShape, b_SingEpiSize, -a_Clump, -c_SingEpiSize, -d_MargAdh)-
(-d_Clump, -a_Mit, c_NormNucl, b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, d_UnifSize, c_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, -b_NormNucl, -c_Mit, a_MargAdh, -b_SingEpiSize, -b_Mit, c_UnifShape, -d_SingEpiSize, -a_UnifShape, -b_UnifShape, -d_NormNucl, -c_BareNuc, -d_Mit, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, a_BlandChrom, c_Clump)-
(-d_Clump, -a_BlandChrom, -a_Mit, b_BareNuc, -d_BareNuc, -b_UnifSize, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, -b_Clump, -d_UnifShape, -c_Mit, -b_SingEpiSize, -b_Mit, d_BlandChrom, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, -d_Mit, b_NormNucl, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)+
(-d_Clump, -a_BlandChrom, -a_Mit, b_UnifSize, -d_BareNuc, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, -b_BareNuc, d_NormNucl, -b_NormNucl, -c_Mit, c_BlandChrom, -b_Mit, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, b_SingEpiSize, b_UnifShape, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)+
(-a_Mit, c_NormNucl, b_UnifSize, -a_NormNucl, -a_UnifSize, c_UnifSize, d_UnifSize, -d_UnifShape, -b_BareNuc, d_Clump, -b_NormNucl, -c_Mit, -b_SingEpiSize, -b_Mit, b_Clump, -d_SingEpiSize, -a_UnifShape, -c_UnifShape, -d_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, a_SingEpiSize, b_UnifShape, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, a_BlandChrom, c_Clump)-
(-d_Clump, -a_Mit, d_Mit, -a_NormNucl, -b_UnifSize, -a_UnifSize, d_UnifSize, -d_UnifShape, -b_BareNuc, d_SingEpiSize, -c_Mit, c_MargAdh, -b_SingEpiSize, -b_Mit, c_UnifShape, b_Clump, -c_UnifSize, -a_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, b_NormNucl, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, a_SingEpiSize, b_UnifShape, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, a_BlandChrom, c_Clump)-
(-d_Clump, -a_BlandChrom, b_Mit, -a_Mit, c_NormNucl, -a_NormNucl, -b_UnifSize, -a_SingEpiSize, -a_UnifSize, d_UnifSize, -d_UnifShape, -b_BareNuc, d_NormNucl, d_SingEpiSize, c_Mit, -b_NormNucl, c_SingEpiSize, c_BlandChrom, c_UnifShape, b_Clump, -c_UnifSize, -a_UnifShape, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_SingEpiSize, b_UnifShape, d_BareNuc, -a_Clump, c_Clump)-
(-d_Clump, -a_BlandChrom, -a_Mit, b_BareNuc, -d_BareNuc, -b_UnifSize, -a_NormNucl, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, -b_Clump, -d_UnifShape, d_NormNucl, -b_NormNucl, -c_Mit, c_MargAdh, -b_SingEpiSize, -b_Mit, d_BlandChrom, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump)+
(-a_BlandChrom, b_Mit, -a_Mit, b_MargAdh, b_BareNuc, c_NormNucl, d_Mit, -d_BareNuc, -b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, d_UnifSize, -b_Clump, -d_UnifShape, d_NormNucl, d_Clump, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BareNuc, c_SingEpiSize, -b_SingEpiSize, c_UnifShape, d_BlandChrom, -c_UnifSize, -a_UnifShape, -a_MargAdh, -b_BlandChrom, -a_BareNuc, -c_MargAdh, b_UnifShape, -c_BlandChrom, -a_Clump, c_Clump, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, b_BlandChrom, b_MargAdh, -a_Mit, b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, c_UnifSize, d_UnifSize, -b_BareNuc, d_NormNucl, d_SingEpiSize, -b_NormNucl, -c_Mit, -b_Mit, c_UnifShape, b_Clump, d_BlandChrom, -a_UnifShape, d_UnifShape, -b_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -a_BareNuc, -c_MargAdh, b_SingEpiSize, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump)-
(-d_Clump, -a_BlandChrom, -a_Mit, c_NormNucl, -a_NormNucl, -b_UnifSize, -a_UnifSize, d_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, d_NormNucl, -b_NormNucl, -c_Mit, c_BlandChrom, -b_SingEpiSize, -b_Mit, c_UnifShape, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, a_Clump, -c_Clump, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, a_SingEpiSize, b_UnifShape, d_BareNuc, -c_SingEpiSize)-
(-a_BlandChrom, -a_Mit, -d_BareNuc, -b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, d_UnifSize, c_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, d_NormNucl, d_Clump, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BlandChrom, -b_Mit, d_BlandChrom, -a_UnifShape, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, b_SingEpiSize, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)+
(-a_BlandChrom, -a_Mit, -d_BareNuc, -b_UnifSize, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, -d_UnifShape, -b_BareNuc, d_NormNucl, d_Clump, d_SingEpiSize, -b_NormNucl, -c_Mit, -b_Mit, b_Clump, d_BlandChrom, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, b_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)+
(-a_BlandChrom, b_BlandChrom, b_MargAdh, -a_Mit, c_NormNucl, -a_NormNucl, -b_UnifSize, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, -b_BareNuc, d_NormNucl, d_Clump, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BlandChrom, -b_Mit, -a_UnifShape, d_UnifShape, -b_UnifShape, -c_UnifShape, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_SingEpiSize, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump)-
(-a_Mit, b_BareNuc, c_NormNucl, -d_BareNuc, -b_UnifSize, -a_NormNucl, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, d_NormNucl, d_Clump, -b_NormNucl, -c_Mit, c_MargAdh, -b_SingEpiSize, -b_Mit, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -b_UnifShape, -c_UnifShape, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, a_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, a_BlandChrom, c_Clump)-
(-a_BlandChrom, b_Mit, -a_Mit, b_BareNuc, -a_NormNucl, -b_UnifSize, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, -d_UnifShape, d_NormNucl, d_Clump, -b_NormNucl, -c_Mit, c_SingEpiSize, c_BlandChrom, c_MargAdh, -b_SingEpiSize, b_Clump, d_BlandChrom, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, d_BareNuc, -a_Clump, c_Clump)+
(-d_Clump, -a_BlandChrom, -a_Mit, c_NormNucl, b_UnifSize, -d_BareNuc, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, c_UnifSize, d_UnifSize, -b_BareNuc, -b_NormNucl, -c_Mit, a_BareNuc, c_BlandChrom, c_MargAdh, -b_Mit, c_UnifShape, b_Clump, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -c_Clump, -d_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -d_BlandChrom, b_SingEpiSize, b_UnifShape, -a_Clump, -c_SingEpiSize, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, b_BlandChrom, -a_Mit, b_BareNuc, b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, c_UnifSize, d_UnifSize, -d_UnifShape, d_NormNucl, c_Mit, -b_Mit, b_Clump, -d_SingEpiSize, -a_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, b_NormNucl, -a_MargAdh, -b_MargAdh, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_SingEpiSize, b_UnifShape, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-a_BlandChrom, -a_Mit, c_NormNucl, b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, d_UnifSize, c_UnifSize, -b_Clump, -b_BareNuc, d_NormNucl, d_Clump, c_Mit, -b_Mit, c_UnifShape, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -c_BareNuc, -d_Mit, b_NormNucl, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, b_SingEpiSize, b_UnifShape, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-d_Clump, -a_Mit, b_MargAdh, b_BareNuc, c_NormNucl, -a_NormNucl, -b_UnifSize, -a_SingEpiSize, -d_UnifSize, -b_Clump, d_NormNucl, d_SingEpiSize, -c_Mit, c_BareNuc, c_SingEpiSize, -b_SingEpiSize, -b_Mit, c_UnifShape, d_BlandChrom, -c_UnifSize, -a_UnifShape, a_Clump, d_UnifShape, -c_Clump, -d_Mit, b_NormNucl, a_UnifSize, -a_MargAdh, -b_BlandChrom, -a_BareNuc, -c_MargAdh, b_UnifShape, -c_BlandChrom, d_BareNuc, a_BlandChrom, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, b_Mit, -a_Mit, b_BareNuc, b_UnifSize, -a_NormNucl, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, c_UnifSize, -d_UnifShape, -b_NormNucl, -c_Mit, c_MargAdh, c_UnifShape, b_Clump, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, -c_Clump, -b_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, b_SingEpiSize, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, -d_MargAdh)-
(-a_BlandChrom, -a_Mit, b_UnifSize, -d_BareNuc, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -d_UnifShape, -b_BareNuc, d_Clump, -c_Mit, -b_SingEpiSize, -b_Mit, b_Clump, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, -c_Clump, -c_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, -d_Mit, b_NormNucl, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, b_UnifShape, -c_BlandChrom, -a_Clump, -c_SingEpiSize, -d_MargAdh)+
(-d_Clump, b_Mit, -a_Mit, c_NormNucl, d_Mit, -a_NormNucl, -b_UnifSize, -a_UnifSize, d_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, d_NormNucl, d_SingEpiSize, -b_NormNucl, -c_Mit, -b_SingEpiSize, c_UnifShape, d_BlandChrom, -c_UnifSize, -a_UnifShape, a_Clump, -c_Clump, -c_BareNuc, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -c_MargAdh, a_SingEpiSize, b_UnifShape, -c_BlandChrom, d_BareNuc, -c_SingEpiSize, a_BlandChrom)-
(-d_Clump, -a_BlandChrom, -a_Mit, -a_NormNucl, -b_UnifSize, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, d_NormNucl, d_SingEpiSize, -c_Mit, a_MargAdh, c_BlandChrom, -b_Mit, c_UnifShape, -a_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, b_NormNucl, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_SingEpiSize, b_UnifShape, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-d_Clump, -a_Mit, -a_NormNucl, -b_UnifSize, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, d_NormNucl, -b_NormNucl, -c_Mit, c_BareNuc, -b_SingEpiSize, -b_Mit, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -c_Clump, -b_UnifShape, -c_UnifShape, -c_NormNucl, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -d_BlandChrom, -c_MargAdh, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, a_BlandChrom, -d_MargAdh)+
(-d_Clump, -a_BlandChrom, -a_Mit, b_UnifSize, d_Mit, -d_BareNuc, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, -d_UnifShape, -b_BareNuc, -b_NormNucl, -c_Mit, c_BareNuc, -b_Mit, c_UnifShape, b_Clump, d_BlandChrom, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_NormNucl, -d_NormNucl, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, b_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, -a_Mit, b_MargAdh, b_UnifSize, d_Mit, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, d_NormNucl, -c_Mit, -b_Mit, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, a_Clump, -c_Clump, -c_UnifShape, -c_NormNucl, -c_BareNuc, b_NormNucl, -a_MargAdh, d_MargAdh, -b_BlandChrom, -a_BareNuc, -c_MargAdh, b_SingEpiSize, b_UnifShape, -c_BlandChrom, d_BareNuc, -c_SingEpiSize)+
(-a_BlandChrom, b_BlandChrom, b_MargAdh, -a_Mit, -a_NormNucl, -b_UnifSize, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_BareNuc, d_NormNucl, d_Clump, -b_NormNucl, -c_Mit, c_BlandChrom, c_MargAdh, -b_SingEpiSize, -b_Mit, b_Clump, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -c_Clump, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -a_BareNuc, -d_BlandChrom, a_SingEpiSize, d_BareNuc, -a_Clump, -c_SingEpiSize)-
(-d_Clump, -a_BlandChrom, -a_Mit, b_UnifSize, d_Mit, -d_BareNuc, -a_NormNucl, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, c_UnifSize, -b_BareNuc, d_NormNucl, -c_Mit, a_BareNuc, c_MargAdh, -b_Mit, c_UnifShape, b_Clump, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -b_UnifShape, -c_NormNucl, -c_BareNuc, b_NormNucl, -a_MargAdh, -b_BlandChrom, -b_MargAdh, b_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, -a_Mit, b_UnifSize, -d_BareNuc, -a_NormNucl, -d_UnifSize, -a_UnifSize, -b_Clump, -b_BareNuc, d_NormNucl, d_SingEpiSize, -b_NormNucl, -c_Mit, a_MargAdh, -b_SingEpiSize, -b_Mit, c_UnifShape, d_BlandChrom, -c_UnifSize, -a_UnifShape, d_UnifShape, -b_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, a_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, -a_Mit, -d_BareNuc, -b_UnifSize, -a_NormNucl, -d_UnifSize, -a_SingEpiSize, -a_UnifSize, -b_Clump, -d_UnifShape, -b_BareNuc, -b_NormNucl, -c_Mit, c_MargAdh, -b_Mit, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -c_Clump, -b_UnifShape, -c_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -d_BlandChrom, b_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, -d_MargAdh)+
(-d_Clump, -a_Mit, c_NormNucl, -d_BareNuc, -b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, d_UnifSize, -d_UnifShape, -b_BareNuc, d_NormNucl, d_SingEpiSize, -b_NormNucl, -c_Mit, c_MargAdh, -b_SingEpiSize, -b_Mit, c_UnifShape, b_Clump, d_BlandChrom, -c_UnifSize, -a_UnifShape, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, b_UnifShape, -c_BlandChrom, -a_Clump, -c_SingEpiSize, a_BlandChrom, c_Clump, -d_MargAdh)-
(-a_BlandChrom, -a_Mit, b_MargAdh, -d_BareNuc, -b_UnifSize, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, -d_UnifShape, -b_BareNuc, d_NormNucl, d_Clump, -b_NormNucl, -c_Mit, c_SingEpiSize, c_MargAdh, -b_SingEpiSize, -b_Mit, b_Clump, -d_SingEpiSize, -c_UnifSize, -a_UnifShape, -c_Clump, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_BlandChrom, -a_Clump)+
(-a_BlandChrom, -a_Mit, -d_BareNuc, -b_UnifSize, -a_NormNucl, -d_UnifSize, -a_UnifSize, -d_UnifShape, -b_BareNuc, d_NormNucl, d_Clump, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BlandChrom, -b_SingEpiSize, -b_Mit, b_Clump, d_BlandChrom, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, a_SingEpiSize, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)+
(-d_Clump, -a_Mit, b_BareNuc, d_Mit, -a_NormNucl, -b_UnifSize, d_UnifSize, -d_UnifShape, d_SingEpiSize, -c_Mit, -b_SingEpiSize, -b_Mit, c_UnifShape, b_Clump, -c_UnifSize, -a_UnifShape, -c_Clump, -b_UnifShape, -c_NormNucl, -d_NormNucl, -c_BareNuc, b_NormNucl, a_UnifSize, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, a_SingEpiSize, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, a_BlandChrom)-
(-d_Clump, -a_BlandChrom, -a_Mit, b_UnifSize, -a_NormNucl, -a_SingEpiSize, -a_UnifSize, c_UnifSize, d_UnifSize, -d_UnifShape, -b_BareNuc, d_NormNucl, c_Mit, -b_NormNucl, c_BlandChrom, -b_Mit, b_Clump, -d_SingEpiSize, -a_UnifShape, -c_UnifShape, -c_NormNucl, -c_BareNuc, -d_Mit, -a_MargAdh, d_MargAdh, -b_MargAdh, -b_BlandChrom, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_SingEpiSize, b_UnifShape, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump)-
(-d_Clump, -a_BlandChrom, b_BlandChrom, -a_Mit, b_BareNuc, c_NormNucl, -a_NormNucl, -b_UnifSize, -d_UnifSize, -a_SingEpiSize, -b_Clump, -d_UnifShape, d_NormNucl, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BareNuc, c_BlandChrom, -b_Mit, c_UnifShape, -c_UnifSize, -a_UnifShape, -b_UnifShape, -d_Mit, a_UnifSize, -a_MargAdh, d_MargAdh, -b_MargAdh, -a_BareNuc, -d_BlandChrom, -c_MargAdh, b_SingEpiSize, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump)-
(-d_Clump, -a_BlandChrom, b_BlandChrom, -a_Mit, b_BareNuc, c_NormNucl, -d_BareNuc, -b_UnifSize, -a_NormNucl, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_Clump, -c_Mit, c_BareNuc, c_MargAdh, -b_SingEpiSize, -b_Mit, c_UnifShape, d_BlandChrom, -d_SingEpiSize, -a_UnifShape, d_UnifShape, -c_Clump, -d_NormNucl, -d_Mit, b_NormNucl, -a_MargAdh, -b_MargAdh, -a_BareNuc, a_SingEpiSize, b_UnifShape, -c_BlandChrom, -a_Clump, -c_SingEpiSize, -d_MargAdh)-
(-d_Clump, -a_BlandChrom, -a_Mit, c_NormNucl, b_UnifSize, -a_NormNucl, -d_UnifSize, -a_UnifSize, c_UnifSize, -b_BareNuc, d_NormNucl, d_SingEpiSize, c_Mit, -b_NormNucl, c_BareNuc, -b_SingEpiSize, -b_Mit, c_UnifShape, b_Clump, d_BlandChrom, -a_UnifShape, d_UnifShape, -b_UnifShape, -d_Mit, -a_MargAdh, -b_BlandChrom, -b_MargAdh, -a_BareNuc, -c_MargAdh, a_SingEpiSize, -c_BlandChrom, d_BareNuc, -a_Clump, -c_SingEpiSize, c_Clump, -d_MargAdh)-
(-a_BlandChrom, -a_Mit, b_MargAdh, b_BareNuc, b_UnifSize, -d_BareNuc, -a_NormNucl, -a_SingEpiSize, -d_UnifSize, -a_UnifSize, -b_Clump, -d_UnifShape, d_NormNucl, d_Clump, d_SingEpiSize, -b_NormNucl, -c_Mit, c_BareNuc, c_MargAdh, -b_Mit, c_UnifShape, d_BlandChrom, -c_UnifSize, -a_UnifShape, -b_UnifShape, -c_NormNucl, -d_Mit, -a_MargAdh, d_MargAdh, -b_BlandChrom, -a_BareNuc, b_SingEpiSize, -c_BlandChrom, -a_Clump, -c_SingEpiSize, c_Clump)-
